search_term,relevance,product_uid
252,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.2, 3.0, 2.67, 2.67, 2.6, 2.6, 2.2, 1.67]","[711177444, 711177449, 711177451, 711177454, 711177458, 711177459, 711177441, 711177442, 711177453, 711177456, 711177443, 711177457, 711177446, 711177447, 711177452, 711177455, 711177440, 711177448, 711177450, 711177445]"
154,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.67, 2.33, 2.2, 1.67]","[711162013, 711162015, 711162016, 711162017, 711162018, 711162019, 711162020, 711162022, 711162023, 711162025, 711162027, 711162028, 711162029, 711162030, 711162031, 711162032, 711162033, 711162035, 711162036, 711162037, 711171946, 711171949, 711171952, 711171954, 711171955, 711171957, 711171958, 711171959, 711171962, 711171965, 711175374, 711175375, 711175376, 711175377, 711175379, 711175380, 711175381, 711175383, 711175384, 711175385, 711175386, 711175387, 711175388, 711175389, 711175390, 711175391, 711162024, 711162026, 711171948, 711171950, 711171961, 711171964, 711175378, 711175392, 711171956, 711162014, 711162034, 711171951, 711171963, 711175382, 711171953, 711175393, 711162021, 711171960, 711171947]"
258,"[3.33, 3.0, 2.67, 2.6, 2.33, 2.33, 2.33, 2.33, 1.8, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.6, 1.6, 1.33, 1.33, 1.33, 1.33, 1.33, 1.33, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[711177228, 711177233, 711177237, 711177232, 711177219, 711177222, 711177230, 711177231, 711177226, 711173111, 711173115, 711177220, 711177221, 711177224, 711177234, 711177236, 711173110, 711173120, 711173114, 711173117, 711173119, 711177227, 711177229, 711177235, 711173112, 711173113, 711173116, 711173118, 711177223, 711177225]"
215,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 2.8, 2.67, 1.6]","[711164939, 711164942, 711164943, 711164944, 711164947, 711164948, 711164949, 711164951, 711164952, 711164957, 711178878, 711178879, 711178880, 711178881, 711178883, 711178885, 711178886, 711178887, 711178888, 711178890, 711178891, 711178894, 711178895, 711178896, 711164954, 711164946, 711164953, 711164955, 711164958, 711164959, 711178889, 711178892, 711178893, 711178884, 711178877, 711164938, 711164940, 711178882, 711164941, 711164935, 711164937, 711164945, 711164956, 711164950, 711164936]"
236,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.4, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.25, 3.2, 3.0, 3.0, 2.8, 2.67, 2.67, 2.67, 2.6, 2.33, 1.33]","[711160719, 711160720, 711160723, 711160724, 711160725, 711160727, 711160729, 711160732, 711160736, 711160737, 711160738, 711160739, 711164858, 711173983, 711173986, 711173989, 711173990, 711173992, 711173998, 711178807, 711178810, 711178813, 711178814, 711178815, 711160717, 711160718, 711160726, 711160728, 711160730, 711160733, 711160734, 711160735, 711173982, 711173984, 711173987, 711173994, 711173995, 711173996, 711173997, 711173999, 711174000, 711178800, 711178805, 711178808, 711178811, 711160722, 711178801, 711178806, 711178816, 711160715, 711173988, 711173991, 711173993, 711178798, 711178812, 711178803, 711178809, 711160731, 711174001, 711160716, 711178799, 711178802, 711178804, 711160721, 711173985, 711164859]"
128,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.6, 3.4, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.6, 2.6, 2.4, 2.33, 2.33, 2.33, 2.33, 2.2, 1.75, 1.67]","[711162246, 711175619, 711175620, 711175622, 711175625, 711175626, 711175627, 711175628, 711175629, 711175630, 711175635, 711175636, 711162225, 711162227, 711162229, 711162230, 711162233, 711175621, 711175632, 711175633, 711175634, 711162238, 711175624, 711162241, 711162228, 711162231, 711175623, 711175631, 711162226, 711162240, 711162245, 711162247, 711175618, 711162239, 711162243, 711162244, 711162249, 711162232, 711162235, 711162236, 711162248, 711162234, 711162237, 711162242]"
35,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.0, 3.0, 2.67, 2.67, 2.6, 2.6, 2.4, 2.33, 1.33]","[711164136, 711164139, 711164141, 711164144, 711164145, 711164146, 711164147, 711164153, 711164155, 711164158, 711177957, 711177959, 711177960, 711177963, 711177964, 711177965, 711177966, 711177967, 711177968, 711177971, 711177972, 711177973, 711177969, 711164135, 711164142, 711164150, 711164159, 711177961, 711177970, 711177974, 711177975, 711164137, 711164140, 711164148, 711164149, 711164156, 711177962, 711164151, 711164157, 711164138, 711164154, 711177958, 711164143, 711164152]"
170,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.0, 3.0, 3.0, 2.8, 2.67, 2.67, 2.67, 2.4, 2.0]","[711160167, 711160168, 711160169, 711160170, 711160171, 711160172, 711160173, 711160176, 711160177, 711160178, 711160182, 711160183, 711160185, 711160186, 711160187, 711160188, 711160189, 711160190, 711160191, 711173357, 711173358, 711173359, 711173360, 711173361, 711173362, 711173364, 711173366, 711173367, 711173368, 711173369, 711173370, 711173372, 711173373, 711173374, 711177642, 711177643, 711177644, 711177645, 711177646, 711177647, 711177648, 711177649, 711177650, 711177651, 711177654, 711177657, 711177658, 711160179, 711173376, 711160175, 711160180, 711160184, 711173365, 711173375, 711160181, 711173371, 711177652, 711177655, 711177660, 711177661, 711173363, 711177653, 711177659, 711177656, 711160174]"
152,"[4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.6, 3.5, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.2, 3.2, 3.2, 3.17, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.8, 2.8, 2.67, 2.67, 2.6, 2.6, 2.33, 2.33, 2.33, 2.2, 2.0, 2.0, 1.67]","[711158833, 711174991, 711158819, 711158822, 711158825, 711158829, 711158831, 711174990, 711158823, 711174985, 711158830, 711174984, 711158815, 711158817, 711158824, 711174980, 711174982, 711174988, 711174993, 711158814, 711158820, 711174981, 711174987, 711174992, 711158811, 711158809, 711158821, 711158828, 711174978, 711174983, 711158813, 711158818, 711158826, 711174989, 711158812, 711174979, 711174977, 711174986, 711158810, 711158816, 711174975, 711174994, 711158832, 711174976, 711158827]"
95,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.8, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.33, 3.33, 3.33, 3.33, 3.0]","[711163138, 711163139, 711163140, 711163141, 711163143, 711163144, 711163146, 711163147, 711163150, 711163152, 711163153, 711163154, 711163155, 711163157, 711163159, 711163160, 711163161, 711163162, 711172608, 711172609, 711172612, 711172613, 711172614, 711172616, 711172617, 711172618, 711172619, 711172620, 711172621, 711172622, 711172623, 711172624, 711172625, 711172626, 711176532, 711176533, 711176534, 711176535, 711176536, 711176537, 711176538, 711176539, 711176540, 711176542, 711176544, 711176545, 711176547, 711176548, 711176549, 711176550, 711176551, 711172610, 711176546, 711163142, 711163145, 711163148, 711163149, 711172607, 711176541, 711172611, 711163151, 711163156, 711163158, 711172615, 711176543]"
49,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.2, 3.0, 3.0, 3.0, 2.8, 2.8, 2.67, 2.67, 1.67, 1.67]","[711160218, 711160225, 711160233, 711160236, 711160238, 711160240, 711163937, 711163938, 711163943, 711163944, 711163949, 711163950, 711163951, 711163952, 711163954, 711163955, 711163957, 711173391, 711173392, 711173393, 711173396, 711173397, 711173403, 711173405, 711173406, 711173407, 711177691, 711177694, 711177695, 711177696, 711177698, 711177699, 711163942, 711173394, 711160219, 711160228, 711160229, 711160230, 711160239, 711160241, 711163941, 711163945, 711163946, 711163947, 711163948, 711163959, 711173399, 711173401, 711173404, 711173408, 711177686, 711177689, 711177692, 711177697, 711160220, 711177687, 711160217, 711160221, 711160223, 711160227, 711160232, 711160234, 711160237, 711163953, 711163958, 711163960, 711163961, 711173390, 711173398, 711173402, 711177688, 711177690, 711177693, 711160222, 711160226, 711173400, 711160235, 711163939, 711177685, 711160224, 711160231, 711163956, 711173395, 711163940, 711173409]"
123,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 2.67, 2.67, 2.67, 2.6, 2.33, 2.33]","[711159457, 711159458, 711159460, 711159461, 711159464, 711159467, 711159468, 711159470, 711159472, 711159473, 711159475, 711159476, 711159477, 711159478, 711162584, 711162585, 711162586, 711162588, 711162589, 711162590, 711162591, 711162592, 711162594, 711162595, 711162597, 711162600, 711162602, 711162603, 711162604, 711172237, 711172238, 711172242, 711172243, 711172248, 711172250, 711172251, 711172254, 711172255, 711176032, 711176033, 711176034, 711176035, 711176037, 711176038, 711176039, 711176041, 711176042, 711176044, 711176045, 711176046, 711176047, 711176049, 711176050, 711159462, 711159479, 711159459, 711159463, 711159466, 711159469, 711159471, 711159481, 711162583, 711162587, 711162593, 711162596, 711162598, 711162601, 711162606, 711172240, 711172245, 711172249, 711172252, 711172253, 711176031, 711159480, 711176040, 711159465, 711162582, 711172244, 711172247, 711176036, 711162605, 711159474, 711172246, 711172239, 711176043, 711176048, 711162599, 711172236, 711172241]"
207,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.2, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.5, 2.4, 2.33, 2.33, 1.67]","[711164326, 711164328, 711164331, 711164337, 711164340, 711164343, 711164346, 711164348, 711173645, 711173647, 711173648, 711173649, 711173650, 711173652, 711173653, 711173655, 711173656, 711173657, 711178249, 711178258, 711178260, 711164324, 711164325, 711164334, 711164341, 711173646, 711178250, 711178251, 711178254, 711178255, 711178257, 711178264, 711178256, 711164329, 711164330, 711164335, 711164345, 711173660, 711178248, 711178252, 711173644, 711173654, 711173659, 711178261, 711164327, 711164342, 711164344, 711173642, 711173658, 711178253, 711164332, 711164336, 711173643, 711164347, 711173651, 711178259, 711178263, 711173641, 711164338, 711164333, 711178262, 711164339]"
1,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.6, 3.5, 3.33, 3.33, 3.2, 3.2, 2.8, 2.67, 2.4, 2.33]","[711159184, 711159185, 711159186, 711159187, 711159188, 711159189, 711159193, 711159194, 711159195, 711159196, 711159197, 711159198, 711159199, 711159200, 711159201, 711159202, 711159205, 711159206, 711162300, 711162304, 711162306, 711162307, 711162309, 711162311, 711162312, 711162313, 711162314, 711162316, 711162317, 711162318, 711162319, 711162321, 711162323, 711175669, 711175672, 711175673, 711175674, 711175675, 711175676, 711175680, 711175681, 711175682, 711175683, 711175685, 711175686, 711175688, 711162315, 711159182, 711159183, 711159190, 711159191, 711159192, 711162302, 711162322, 711175670, 711175671, 711175684, 711175687, 711162310, 711175677, 711162320, 711159204, 711175678, 711162305, 711162308, 711162303, 711159203, 711162301, 711162324]"
160,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.75, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.0, 3.0, 2.67, 2.67, 2.33, 2.0]","[711162463, 711162465, 711162467, 711162468, 711162469, 711162470, 711162471, 711162472, 711162474, 711162475, 711162476, 711162477, 711162478, 711162479, 711162480, 711162482, 711162484, 711162485, 711162486, 711172133, 711172134, 711172136, 711172138, 711172139, 711172140, 711172143, 711172144, 711172145, 711172146, 711172147, 711172148, 711172150, 711172151, 711172152, 711175885, 711175886, 711175887, 711175888, 711175889, 711175891, 711175892, 711175893, 711175895, 711175896, 711175897, 711175900, 711175901, 711175902, 711175903, 711162487, 711172141, 711175898, 711162473, 711162481, 711162483, 711172137, 711175890, 711175899, 711162464, 711162466, 711172135, 711172142, 711175894, 711172149]"
139,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.33, 3.33, 3.33, 3.0, 3.0, 3.0, 2.8, 2.71, 2.67, 2.67, 2.6, 2.33, 2.33, 2.0, 1.67, 1.33]","[711164885, 711164886, 711164887, 711164888, 711164889, 711164894, 711164895, 711164896, 711164897, 711164898, 711164899, 711164900, 711164901, 711164902, 711164903, 711164904, 711164905, 711164907, 711164908, 711164909, 711174024, 711174025, 711174028, 711174029, 711174031, 711174033, 711174034, 711174036, 711174037, 711174038, 711178837, 711178838, 711178839, 711178844, 711178845, 711178846, 711178847, 711178848, 711178849, 711178850, 711178852, 711178855, 711174030, 711164890, 711164892, 711174022, 711178843, 711178853, 711174027, 711164891, 711174040, 711178841, 711174026, 711174035, 711178851, 711178854, 711174039, 711164893, 711164906, 711174023, 711174032, 711178840, 711178856, 711178842, 711174021]"
147,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.2, 3.0, 3.0, 2.67, 2.67, 2.33, 2.33, 2.33]","[711163448, 711163449, 711163450, 711163451, 711163455, 711163456, 711163457, 711163458, 711163461, 711163462, 711163463, 711163465, 711163466, 711163467, 711163470, 711163471, 711172871, 711172873, 711172874, 711172875, 711172877, 711172879, 711172880, 711172881, 711172887, 711176834, 711176835, 711176836, 711176837, 711176838, 711176839, 711176841, 711176842, 711176843, 711176844, 711176848, 711176850, 711176851, 711176853, 711176852, 711163452, 711163453, 711163468, 711163469, 711163472, 711172876, 711172882, 711172886, 711176845, 711176847, 711176849, 711163454, 711172870, 711172885, 711172889, 711172872, 711172878, 711172884, 711163459, 711176846, 711172888, 711176840, 711163447, 711163464, 711172883]"
54,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.4, 3.4, 3.33, 3.33, 3.0, 2.67, 2.67, 2.33]","[711161814, 711161815, 711161816, 711161819, 711161820, 711161821, 711161823, 711161825, 711161827, 711161829, 711161830, 711161831, 711161834, 711161835, 711161837, 711171829, 711171831, 711171835, 711171838, 711171840, 711171842, 711171843, 711171845, 711171846, 711175234, 711175235, 711175236, 711175237, 711175238, 711175239, 711175240, 711175241, 711175242, 711175244, 711175245, 711175246, 711175247, 711175248, 711175249, 711175251, 711175253, 711161813, 711161822, 711161824, 711161826, 711161828, 711161832, 711161833, 711171830, 711171832, 711171833, 711171834, 711171837, 711171847, 711175243, 711175250, 711175252, 711161836, 711171839, 711171841, 711171848, 711171836, 711161818, 711171844, 711161817]"
245,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.5, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.0, 3.0, 3.0, 3.0, 2.83, 2.8, 2.33]","[711164189, 711164202, 711164204, 711164208, 711164209, 711164211, 711164212, 711178018, 711178019, 711178022, 711178026, 711178031, 711178033, 711164191, 711164192, 711164194, 711164197, 711164207, 711164210, 711164213, 711178017, 711178021, 711178028, 711178030, 711178032, 711178025, 711164193, 711164200, 711164196, 711164199, 711164203, 711164205, 711164206, 711178024, 711164190, 711164195, 711164198, 711178020, 711178027, 711164201, 711178023, 711178029]"
158,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.5, 3.5, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.17, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 2.0, 1.67]","[711159358, 711159364, 711159367, 711159369, 711159371, 711159374, 711159378, 711159380, 711162415, 711162418, 711162434, 711175848, 711175852, 711175861, 711159379, 711159357, 711159362, 711159365, 711159368, 711159370, 711159372, 711159377, 711162429, 711162431, 711162435, 711162436, 711162437, 711172099, 711172106, 711172115, 711175849, 711175859, 711175862, 711175863, 711162417, 711159381, 711162423, 711159360, 711159373, 711159376, 711162432, 711172103, 711172111, 711172114, 711172116, 711175846, 711175856, 711175857, 711175858, 711175860, 711159363, 711172109, 711172107, 711159361, 711162414, 711162427, 711162430, 711162433, 711175847, 711175850, 711175851, 711159359, 711159366, 711162421, 711162422, 711162424, 711162426, 711172100, 711175845, 711162413, 711162416, 711162420, 711162428, 711172101, 711172105, 711172112, 711172113, 711175854, 711172108, 711162425, 711172102, 711172104, 711172110, 711175844, 711175855, 711175853, 711162419, 711159375]"
230,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.6, 3.4, 3.4, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 2.8, 2.8, 2.8, 2.8, 2.67, 2.67, 2.67, 2.67, 2.67, 2.6, 2.6, 2.6, 2.6, 2.4, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.2, 1.67, 1.67, 1.6]","[711159993, 711159999, 711160000, 711160002, 711160006, 711160012, 711163767, 711163771, 711163772, 711163778, 711173162, 711173164, 711173165, 711173169, 711177304, 711177315, 711159992, 711159994, 711159995, 711160001, 711160007, 711160011, 711160016, 711163769, 711163779, 711163780, 711163781, 711173161, 711173166, 711173170, 711173175, 711173176, 711177303, 711177306, 711177307, 711177314, 711177318, 711177319, 711163765, 711160013, 711160015, 711159996, 711159997, 711160005, 711160009, 711160014, 711163763, 711163766, 711163770, 711163773, 711163777, 711173163, 711177311, 711160008, 711173160, 711159998, 711160010, 711163761, 711163764, 711173167, 711177320, 711163775, 711163782, 711163783, 711177316, 711177321, 711163774, 711173177, 711177308, 711177309, 711177312, 711160004, 711163776, 711177305, 711177317, 711173173, 711160003, 711163759, 711163760, 711163768, 711173168, 711173172, 711173178, 711177302, 711177310, 711163762, 711173174, 711177313, 711173171]"
98,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.75, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.67, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.33, 3.2, 3.2, 3.17, 3.0, 3.0, 2.8, 2.71, 2.67, 2.67, 2.67, 2.67, 2.67, 2.33, 2.33, 2.0, 2.0, 2.0, 1.67, 1.67, 1.33, 1.33]","[711164352, 711164356, 711164361, 711164362, 711164372, 711173662, 711173663, 711173664, 711173665, 711173667, 711173678, 711173679, 711173680, 711173681, 711178287, 711178290, 711178292, 711178289, 711164354, 711164355, 711164367, 711164369, 711173669, 711173670, 711173675, 711173677, 711178285, 711178286, 711178288, 711164353, 711164360, 711164363, 711164364, 711164365, 711173672, 711173682, 711173673, 711178293, 711173668, 711164375, 711173666, 711164373, 711164370, 711164371, 711164374, 711164376, 711173671, 711178291, 711164359, 711164366, 711164357, 711164358, 711173674, 711164368, 711178295, 711178294, 711178296]"
